Fallnummer,Aktivität,Zeitstempel,Abteilung,Ausführende Person,Kosten (EUR),Kunde,Transportiertes Gut,Produktpreis (EUR),Abnahmeort,Abgabeort
076,Verpackung prüfen,2024-03-05 02:57:20,Qualitätskontrolle,Sarah Schmidt,"3,98",General Electric,Produkt B,"120,0",Lager A,Lager G
076,Paket zur Warenausgabe bringen,2024-03-05 03:39:20,Warenausgang,Sophia Lang,"8,9",General Electric,Produkt B,"120,0",Lager I,Lager H
076,Paket an Kunde übergeben,2024-03-05 04:12:20,Warenausgang,Leonie Richter,"9,02",General Electric,Produkt B,"120,0",Lager E,Lager I
076,Bestellstatus im System ändern,2024-03-05 04:21:20,Warenausgang,Paul Zimmer,"1,09",General Electric,Produkt B,"120,0",Lager H,Lager E
077,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Emma Weber,"2,42",Airbus,Produkt F,"110,0",Lager J,Lager E
077,Kunden-Daten in System übertragen,2024-03-04 21:22:20,Auftragsannahme,Lisa Mueller,"2,53",Airbus,Produkt F,"110,0",Lager E,Lager G
077,Zahlvorgang abschließen,2024-03-04 21:34:20,Auftragsannahme,Lisa Schulz,"4,47",Airbus,Produkt F,"110,0",Lager D,Lager G
077,Bestellung im System eintragen,2024-03-04 22:27:20,Auftragsannahme,Mia Schmitt,"8,93",Airbus,Produkt F,"110,0",Lager D,Lager C
077,Lagerbestand überprüfen,2024-03-04 22:37:20,Bestandsverwaltung,Timo Wagner,"2,43",Airbus,Produkt F,"110,0",Lager J,Lager B
077,Auftragsabwicklung im System starten,2024-03-04 22:50:20,Bestandsverwaltung,Leonie Richter,"9,83",Airbus,Produkt F,"110,0",Lager E,Lager J
077,Artikel zusammenstellen,2024-03-04 23:45:20,Lager,Leonie Richter,"4,64",Airbus,Produkt F,"110,0",Lager C,Lager B
077,Ware verpacken,2024-03-05 00:38:20,Lager,Timo Wagner,"7,74",Airbus,Produkt F,"110,0",Lager D,Lager J
077,Gewicht prüfen,2024-03-05 00:53:20,Qualitätskontrolle,Timo Wagner,"2,0",Airbus,Produkt F,"110,0",Lager G,Lager G
077,Anzahl der Artikel überprüfen,2024-03-05 00:56:20,Qualitätskontrolle,Lisa Schulz,"4,81",Airbus,Produkt F,"110,0",Lager F,Lager A
077,Verpackung prüfen,2024-03-05 01:53:20,Qualitätskontrolle,Luca Huber,"4,69",Airbus,Produkt F,"110,0",Lager G,Lager B
077,Paket zur Warenausgabe bringen,2024-03-05 02:47:20,Warenausgang,Hannah Meyer,"6,16",Airbus,Produkt F,"110,0",Lager J,Lager A
077,Zahlungsabwicklung durchführen,2024-03-05 03:40:20,Warenausgang,Lena Mueller,"8,6",Airbus,Produkt F,"110,0",Lager A,Lager J
077,Paket an Kunde übergeben,2024-03-05 04:17:20,Warenausgang,Luca Huber,"9,98",Airbus,Produkt F,"110,0",Lager B,Lager H
077,Bestellstatus im System ändern,2024-03-05 05:03:20,Warenausgang,Laura Fischer,"2,83",Airbus,Produkt F,"110,0",Lager C,Lager F
078,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Luca Huber,"1,21",Toyota,Produkt Q,"110,0",Lager D,Lager G
078,Kunden-Daten in System übertragen,2024-03-04 21:20:20,Auftragsannahme,Nico Schmidt,"3,29",Toyota,Produkt Q,"110,0",Lager E,Lager B
078,Zahlvorgang abschließen,2024-03-04 22:17:20,Auftragsannahme,Sarah Schmidt,"4,68",Toyota,Produkt Q,"110,0",Lager D,Lager G
078,Bestellung im System eintragen,2024-03-04 22:47:20,Auftragsannahme,Emilia Wagner,"5,52",Toyota,Produkt Q,"110,0",Lager C,Lager A
078,Lagerbestand überprüfen,2024-03-04 23:34:20,Bestandsverwaltung,Lisa Schulz,"1,1",Toyota,Produkt Q,"110,0",Lager F,Lager I
078,Auftragsabwicklung im System starten,2024-03-05 00:31:20,Bestandsverwaltung,Leonie Richter,"6,65",Toyota,Produkt Q,"110,0",Lager H,Lager H
078,Artikel zusammenstellen,2024-03-05 00:51:20,Lager,David Meyer,"3,54",Toyota,Produkt Q,"110,0",Lager J,Lager J
078,Ware verpacken,2024-03-05 01:18:20,Lager,Timo Wagner,"7,34",Toyota,Produkt Q,"110,0",Lager E,Lager J
078,Gewicht prüfen,2024-03-05 01:40:20,Qualitätskontrolle,Sophia Lang,"2,45",Toyota,Produkt Q,"110,0",Lager E,Lager F
078,Anzahl der Artikel überprüfen,2024-03-05 02:01:20,Qualitätskontrolle,Emilia Wagner,"3,97",Toyota,Produkt Q,"110,0",Lager H,Lager E
078,Verpackung prüfen,2024-03-05 03:01:20,Qualitätskontrolle,Max Mustermann,"3,69",Toyota,Produkt Q,"110,0",Lager E,Lager B
078,Informationen an Transporteur übermitteln,2024-03-05 03:10:20,Warenausgang,Lisa Mueller,"9,34",Toyota,Produkt Q,"110,0",Lager C,Lager G
078,Paket an Transporteur übergeben,2024-03-05 03:44:20,Warenausgang,Paul Zimmer,"10,05",Toyota,Produkt Q,"110,0",Lager F,Lager J
078,Bestellstatus im System ändern,2024-03-05 04:16:20,Warenausgang,Laura Fischer,"2,44",Toyota,Produkt Q,"110,0",Lager D,Lager E
079,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,David Meyer,"2,38",Volkswagen,Produkt B,"120,0",Lager G,Lager B
079,Kunden-Daten in System übertragen,2024-03-04 20:51:20,Auftragsannahme,Lena Mueller,"2,88",Volkswagen,Produkt B,"120,0",Lager I,Lager E
079,Zahlvorgang abschließen,2024-03-04 21:48:20,Auftragsannahme,Max Mustermann,"4,54",Volkswagen,Produkt B,"120,0",Lager F,Lager F
079,Bestellung im System eintragen,2024-03-04 21:54:20,Auftragsannahme,Noah Becker,"5,91",Volkswagen,Produkt B,"120,0",Lager G,Lager H
079,Lagerbestand überprüfen,2024-03-04 22:00:20,Bestandsverwaltung,Hannah Meyer,"2,74",Volkswagen,Produkt B,"120,0",Lager A,Lager F
079,Auftragsabwicklung im System starten,2024-03-04 22:10:20,Bestandsverwaltung,Emma Weber,"8,4",Volkswagen,Produkt B,"120,0",Lager H,Lager B
079,Artikel zusammenstellen,2024-03-04 22:46:20,Lager,Leonie Richter,"5,66",Volkswagen,Produkt B,"120,0",Lager G,Lager I
079,Ware verpacken,2024-03-04 23:32:20,Lager,Emma Weber,"6,65",Volkswagen,Produkt B,"120,0",Lager G,Lager D
079,Gewicht prüfen,2024-03-05 00:02:20,Qualitätskontrolle,Jan Becker,"2,31",Volkswagen,Produkt B,"120,0",Lager D,Lager I
079,Anzahl der Artikel überprüfen,2024-03-05 00:51:20,Qualitätskontrolle,Luca Huber,"4,83",Volkswagen,Produkt B,"120,0",Lager F,Lager E
079,Verpackung prüfen,2024-03-05 01:30:20,Qualitätskontrolle,David Meyer,"5,6",Volkswagen,Produkt B,"120,0",Lager F,Lager H
079,Paket zur Warenausgabe bringen,2024-03-05 02:29:20,Warenausgang,Max Mustermann,"6,64",Volkswagen,Produkt B,"120,0",Lager I,Lager C
079,Paket an Kunde übergeben,2024-03-05 03:07:20,Warenausgang,Lisa Schulz,"7,29",Volkswagen,Produkt B,"120,0",Lager F,Lager F
079,Bestellstatus im System ändern,2024-03-05 03:22:20,Warenausgang,Lisa Schulz,"1,46",Volkswagen,Produkt B,"120,0",Lager B,Lager E
080,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Sophia Lang,"1,65",Airbus,Produkt L,"140,0",Lager H,Lager J
080,Kunden-Daten in System übertragen,2024-03-04 20:29:20,Auftragsannahme,David Meyer,"2,29",Airbus,Produkt L,"140,0",Lager H,Lager J
080,Zahlvorgang abschließen,2024-03-04 21:20:20,Auftragsannahme,Leonie Richter,"5,25",Airbus,Produkt L,"140,0",Lager E,Lager H
080,Bestellung im System eintragen,2024-03-04 21:30:20,Auftragsannahme,Nico Schmidt,"7,96",Airbus,Produkt L,"140,0",Lager G,Lager B
080,Lagerbestand überprüfen,2024-03-04 21:51:20,Bestandsverwaltung,Lena Mueller,"2,52",Airbus,Produkt L,"140,0",Lager F,Lager C
080,Auftragsabwicklung im System starten,2024-03-04 22:45:20,Bestandsverwaltung,Lisa Schulz,"5,47",Airbus,Produkt L,"140,0",Lager J,Lager E
080,Artikel zusammenstellen,2024-03-04 22:47:20,Lager,Lisa Schulz,"2,99",Airbus,Produkt L,"140,0",Lager D,Lager E
080,Ware verpacken,2024-03-04 23:26:20,Lager,Leonie Richter,"5,41",Airbus,Produkt L,"140,0",Lager B,Lager C
080,Gewicht prüfen,2024-03-04 23:50:20,Qualitätskontrolle,Paul Zimmer,"1,47",Airbus,Produkt L,"140,0",Lager G,Lager I
080,Anzahl der Artikel überprüfen,2024-03-05 00:00:20,Qualitätskontrolle,Sarah Schmidt,"3,46",Airbus,Produkt L,"140,0",Lager A,Lager D
080,Verpackung prüfen,2024-03-05 00:52:20,Qualitätskontrolle,Lisa Mueller,"5,9",Airbus,Produkt L,"140,0",Lager A,Lager D
080,Paket zur Warenausgabe bringen,2024-03-05 01:52:20,Warenausgang,Paul Zimmer,"4,29",Airbus,Produkt L,"140,0",Lager D,Lager J
080,Zahlungsabwicklung durchführen,2024-03-05 02:37:20,Warenausgang,Emilia Wagner,"7,73",Airbus,Produkt L,"140,0",Lager F,Lager H
080,Paket an Kunde übergeben,2024-03-05 02:47:20,Warenausgang,Emilia Wagner,"8,18",Airbus,Produkt L,"140,0",Lager G,Lager B
080,Bestellstatus im System ändern,2024-03-05 03:05:20,Warenausgang,Max Mustermann,"2,15",Airbus,Produkt L,"140,0",Lager F,Lager I
081,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Hannah Meyer,"2,71",Boeing,Produkt K,"110,0",Lager D,Lager D
081,Kunden-Daten in System übertragen,2024-03-04 20:57:20,Auftragsannahme,Luca Huber,"4,82",Boeing,Produkt K,"110,0",Lager B,Lager E
081,Zahlvorgang abschließen,2024-03-04 21:50:20,Auftragsannahme,Hannah Meyer,"5,18",Boeing,Produkt K,"110,0",Lager I,Lager H
081,Bestellung im System eintragen,2024-03-04 22:29:20,Auftragsannahme,Nico Schmidt,"5,51",Boeing,Produkt K,"110,0",Lager I,Lager I
081,Lagerbestand überprüfen,2024-03-04 23:17:20,Bestandsverwaltung,Laura Fischer,"1,4",Boeing,Produkt K,"110,0",Lager B,Lager E
081,Auftragsabwicklung im System starten,2024-03-04 23:22:20,Bestandsverwaltung,Lena Mueller,"5,46",Boeing,Produkt K,"110,0",Lager C,Lager I
081,Artikel zusammenstellen,2024-03-04 23:44:20,Lager,Nico Schmidt,"5,81",Boeing,Produkt K,"110,0",Lager H,Lager C
081,Ware verpacken,2024-03-05 00:15:20,Lager,Lisa Schulz,"5,16",Boeing,Produkt K,"110,0",Lager H,Lager J
081,Gewicht prüfen,2024-03-05 00:42:20,Qualitätskontrolle,Nico Schmidt,"1,8",Boeing,Produkt K,"110,0",Lager G,Lager G
081,Anzahl der Artikel überprüfen,2024-03-05 01:31:20,Qualitätskontrolle,Max Mustermann,"2,29",Boeing,Produkt K,"110,0",Lager I,Lager A
081,Verpackung prüfen,2024-03-05 02:25:20,Qualitätskontrolle,Sophia Lang,"6,92",Boeing,Produkt K,"110,0",Lager I,Lager J
081,Paket zur Warenausgabe bringen,2024-03-05 02:56:20,Warenausgang,Jan Becker,"6,26",Boeing,Produkt K,"110,0",Lager C,Lager B
081,Zahlungsabwicklung durchführen,2024-03-05 03:03:20,Warenausgang,Emma Weber,"11,98",Boeing,Produkt K,"110,0",Lager G,Lager J
081,Paket an Kunde übergeben,2024-03-05 03:06:20,Warenausgang,Paul Zimmer,"6,82",Boeing,Produkt K,"110,0",Lager J,Lager A
081,Bestellstatus im System ändern,2024-03-05 03:42:20,Warenausgang,David Meyer,"2,81",Boeing,Produkt K,"110,0",Lager F,Lager E
082,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Lisa Mueller,"1,7",Sony,Produkt N,"75,0",Lager C,Lager G
082,Kunden-Daten in System übertragen,2024-03-04 21:13:20,Auftragsannahme,Max Mustermann,"4,18",Sony,Produkt N,"75,0",Lager G,Lager C
082,Zahlvorgang abschließen,2024-03-04 22:09:20,Auftragsannahme,Lisa Mueller,"5,41",Sony,Produkt N,"75,0",Lager C,Lager C
082,Bestellung im System eintragen,2024-03-04 22:49:20,Auftragsannahme,Mia Schmitt,"4,49",Sony,Produkt N,"75,0",Lager D,Lager I
082,Lagerbestand überprüfen,2024-03-04 22:51:20,Bestandsverwaltung,Laura Fischer,"2,4",Sony,Produkt N,"75,0",Lager J,Lager B
082,Auftragsabwicklung im System starten,2024-03-04 23:07:20,Bestandsverwaltung,Paul Zimmer,"7,47",Sony,Produkt N,"75,0",Lager C,Lager C
082,Artikel zusammenstellen,2024-03-04 23:58:20,Lager,Luca Huber,"3,77",Sony,Produkt N,"75,0",Lager I,Lager J
082,Ware verpacken,2024-03-05 00:14:20,Lager,Lena Mueller,"6,45",Sony,Produkt N,"75,0",Lager H,Lager C
082,Gewicht prüfen,2024-03-05 01:00:20,Qualitätskontrolle,Nico Schmidt,"1,37",Sony,Produkt N,"75,0",Lager I,Lager G
082,Anzahl der Artikel überprüfen,2024-03-05 01:28:20,Qualitätskontrolle,Emilia Wagner,"4,21",Sony,Produkt N,"75,0",Lager I,Lager F
082,Verpackung prüfen,2024-03-05 02:28:20,Qualitätskontrolle,Nico Schmidt,"6,18",Sony,Produkt N,"75,0",Lager C,Lager A
082,Informationen an Transporteur übermitteln,2024-03-05 03:17:20,Warenausgang,Lena Mueller,"6,4",Sony,Produkt N,"75,0",Lager F,Lager I
082,Paket an Transporteur übergeben,2024-03-05 03:59:20,Warenausgang,Sarah Schmidt,"7,06",Sony,Produkt N,"75,0",Lager G,Lager F
082,Bestellstatus im System ändern,2024-03-05 04:40:20,Warenausgang,Jan Becker,"2,09",Sony,Produkt N,"75,0",Lager F,Lager F
083,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Lisa Mueller,"2,11",General Motors,Produkt A,"100,0",Lager F,Lager J
083,Kunden-Daten in System übertragen,2024-03-04 21:01:20,Auftragsannahme,Lisa Schulz,"3,67",General Motors,Produkt A,"100,0",Lager H,Lager A
083,Zahlvorgang abschließen,2024-03-04 21:36:20,Auftragsannahme,Paul Zimmer,"4,33",General Motors,Produkt A,"100,0",Lager E,Lager I
083,Bestellung im System eintragen,2024-03-04 22:03:20,Auftragsannahme,Nico Schmidt,"7,22",General Motors,Produkt A,"100,0",Lager J,Lager B
083,Lagerbestand überprüfen,2024-03-04 22:30:20,Bestandsverwaltung,Paul Zimmer,"1,55",General Motors,Produkt A,"100,0",Lager F,Lager H
083,Auftragsabwicklung im System starten,2024-03-04 22:45:20,Bestandsverwaltung,Hannah Meyer,"7,57",General Motors,Produkt A,"100,0",Lager B,Lager E
083,Artikel zusammenstellen,2024-03-04 22:59:20,Lager,Max Mustermann,"3,44",General Motors,Produkt A,"100,0",Lager G,Lager H
083,Ware verpacken,2024-03-04 23:21:20,Lager,Noah Becker,"5,06",General Motors,Produkt A,"100,0",Lager H,Lager H
083,Gewicht prüfen,2024-03-04 23:47:20,Qualitätskontrolle,Paul Zimmer,"2,8",General Motors,Produkt A,"100,0",Lager B,Lager G
083,Anzahl der Artikel überprüfen,2024-03-05 00:33:20,Qualitätskontrolle,Leonie Richter,"4,78",General Motors,Produkt A,"100,0",Lager D,Lager D
083,Verpackung prüfen,2024-03-05 01:32:20,Qualitätskontrolle,Luca Huber,"6,34",General Motors,Produkt A,"100,0",Lager A,Lager A
083,Paket zur Warenausgabe bringen,2024-03-05 01:56:20,Warenausgang,Laura Fischer,"4,07",General Motors,Produkt A,"100,0",Lager F,Lager D
083,Paket an Kunde übergeben,2024-03-05 02:17:20,Warenausgang,Mia Schmitt,"9,9",General Motors,Produkt A,"100,0",Lager A,Lager B
083,Bestellstatus im System ändern,2024-03-05 02:36:20,Warenausgang,Noah Becker,"2,03",General Motors,Produkt A,"100,0",Lager C,Lager B
084,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Lisa Schulz,"1,96",Samsung Electronics,Produkt H,"130,0",Lager F,Lager D
084,Kunden-Daten in System übertragen,2024-03-04 21:00:20,Auftragsannahme,Sophia Lang,"2,2",Samsung Electronics,Produkt H,"130,0",Lager G,Lager A
084,Zahlvorgang abschließen,2024-03-04 21:47:20,Auftragsannahme,Paul Zimmer,"6,84",Samsung Electronics,Produkt H,"130,0",Lager C,Lager I
084,Bestellung im System eintragen,2024-03-04 21:56:20,Auftragsannahme,Sophia Lang,"7,56",Samsung Electronics,Produkt H,"130,0",Lager A,Lager E
084,Lagerbestand überprüfen,2024-03-04 21:58:20,Bestandsverwaltung,Lisa Schulz,"1,62",Samsung Electronics,Produkt H,"130,0",Lager J,Lager E
084,Auftragsabwicklung im System starten,2024-03-04 22:34:20,Bestandsverwaltung,Paul Zimmer,"5,64",Samsung Electronics,Produkt H,"130,0",Lager E,Lager A
084,Artikel zusammenstellen,2024-03-04 23:33:20,Lager,Laura Fischer,"4,86",Samsung Electronics,Produkt H,"130,0",Lager I,Lager D
084,Ware verpacken,2024-03-05 00:13:20,Lager,Lena Mueller,"3,65",Samsung Electronics,Produkt H,"130,0",Lager J,Lager G
084,Gewicht prüfen,2024-03-05 01:06:20,Qualitätskontrolle,Jonas Richter,"1,87",Samsung Electronics,Produkt H,"130,0",Lager J,Lager G
084,Anzahl der Artikel überprüfen,2024-03-05 01:10:20,Qualitätskontrolle,Sarah Schmidt,"2,79",Samsung Electronics,Produkt H,"130,0",Lager B,Lager H
084,Verpackung prüfen,2024-03-05 02:05:20,Qualitätskontrolle,Jonas Richter,"6,81",Samsung Electronics,Produkt H,"130,0",Lager D,Lager B
084,Paket zur Warenausgabe bringen,2024-03-05 02:13:20,Warenausgang,Lisa Schulz,"7,02",Samsung Electronics,Produkt H,"130,0",Lager G,Lager B
084,Paket an Kunde übergeben,2024-03-05 02:59:20,Warenausgang,Sarah Schmidt,"6,0",Samsung Electronics,Produkt H,"130,0",Lager F,Lager A
084,Bestellstatus im System ändern,2024-03-05 03:27:20,Warenausgang,Hannah Meyer,"2,55",Samsung Electronics,Produkt H,"130,0",Lager J,Lager H
085,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Noah Becker,"2,53",General Electric,Produkt A,"100,0",Lager A,Lager E
085,Kunden-Daten in System übertragen,2024-03-04 20:43:20,Auftragsannahme,Paul Zimmer,"3,53",General Electric,Produkt A,"100,0",Lager J,Lager D
085,Zahlvorgang abschließen,2024-03-04 20:53:20,Auftragsannahme,Lena Mueller,"4,95",General Electric,Produkt A,"100,0",Lager I,Lager C
085,Bestellung im System eintragen,2024-03-04 21:05:20,Auftragsannahme,Laura Fischer,"8,94",General Electric,Produkt A,"100,0",Lager D,Lager I
085,Lagerbestand überprüfen,2024-03-04 21:53:20,Bestandsverwaltung,Emma Weber,"2,3",General Electric,Produkt A,"100,0",Lager F,Lager E
085,Auftragsabwicklung im System starten,2024-03-04 22:52:20,Bestandsverwaltung,Mia Schmitt,"6,91",General Electric,Produkt A,"100,0",Lager F,Lager B
085,Artikel zusammenstellen,2024-03-04 23:42:20,Lager,Timo Wagner,"3,81",General Electric,Produkt A,"100,0",Lager G,Lager J
085,Ware verpacken,2024-03-05 00:22:20,Lager,Jan Becker,"3,31",General Electric,Produkt A,"100,0",Lager J,Lager I
085,Gewicht prüfen,2024-03-05 00:49:20,Qualitätskontrolle,Leonie Richter,"1,49",General Electric,Produkt A,"100,0",Lager J,Lager B
085,Anzahl der Artikel überprüfen,2024-03-05 01:39:20,Qualitätskontrolle,Nico Schmidt,"3,63",General Electric,Produkt A,"100,0",Lager J,Lager G
085,Verpackung prüfen,2024-03-05 02:38:20,Qualitätskontrolle,Sophia Lang,"4,75",General Electric,Produkt A,"100,0",Lager G,Lager F
085,Paket zur Warenausgabe bringen,2024-03-05 02:41:20,Warenausgang,Jonas Richter,"5,17",General Electric,Produkt A,"100,0",Lager I,Lager F
085,Paket an Kunde übergeben,2024-03-05 03:33:20,Warenausgang,Jan Becker,"9,64",General Electric,Produkt A,"100,0",Lager C,Lager C
085,Bestellstatus im System ändern,2024-03-05 04:25:20,Warenausgang,Jonas Richter,"1,79",General Electric,Produkt A,"100,0",Lager B,Lager B
086,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Hannah Meyer,"2,99",Procter & Gamble,Produkt T,"85,0",Lager I,Lager G
086,Kunden-Daten in System übertragen,2024-03-04 20:34:20,Auftragsannahme,Jonas Richter,"4,84",Procter & Gamble,Produkt T,"85,0",Lager D,Lager B
086,Zahlvorgang abschließen,2024-03-04 21:14:20,Auftragsannahme,Jonas Richter,"6,25",Procter & Gamble,Produkt T,"85,0",Lager H,Lager E
086,Bestellung im System eintragen,2024-03-04 21:23:20,Auftragsannahme,Paul Zimmer,"8,41",Procter & Gamble,Produkt T,"85,0",Lager F,Lager I
086,Lagerbestand überprüfen,2024-03-04 22:13:20,Bestandsverwaltung,Nico Schmidt,"1,0",Procter & Gamble,Produkt T,"85,0",Lager J,Lager D
086,Auftragsabwicklung im System starten,2024-03-04 22:52:20,Bestandsverwaltung,Leonie Richter,"5,31",Procter & Gamble,Produkt T,"85,0",Lager D,Lager J
086,Artikel zusammenstellen,2024-03-04 22:56:20,Lager,Sarah Schmidt,"2,2",Procter & Gamble,Produkt T,"85,0",Lager B,Lager D
086,Ware verpacken,2024-03-04 23:13:20,Lager,Laura Fischer,"4,54",Procter & Gamble,Produkt T,"85,0",Lager J,Lager C
086,Gewicht prüfen,2024-03-05 00:02:20,Qualitätskontrolle,Sophia Lang,"1,97",Procter & Gamble,Produkt T,"85,0",Lager I,Lager J
086,Anzahl der Artikel überprüfen,2024-03-05 01:00:20,Qualitätskontrolle,Jonas Richter,"2,28",Procter & Gamble,Produkt T,"85,0",Lager G,Lager A
086,Verpackung prüfen,2024-03-05 01:36:20,Qualitätskontrolle,Emma Weber,"6,07",Procter & Gamble,Produkt T,"85,0",Lager B,Lager I
086,Paket zur Warenausgabe bringen,2024-03-05 02:30:20,Warenausgang,Timo Wagner,"5,61",Procter & Gamble,Produkt T,"85,0",Lager E,Lager D
086,Paket an Kunde übergeben,2024-03-05 03:19:20,Warenausgang,Leonie Richter,"8,81",Procter & Gamble,Produkt T,"85,0",Lager E,Lager E
086,Bestellstatus im System ändern,2024-03-05 04:18:20,Warenausgang,Nico Schmidt,"2,65",Procter & Gamble,Produkt T,"85,0",Lager F,Lager J
087,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Leonie Richter,"2,09",Siemens,Produkt H,"130,0",Lager D,Lager B
087,Kunden-Daten in System übertragen,2024-03-04 21:03:20,Auftragsannahme,Lisa Mueller,"3,54",Siemens,Produkt H,"130,0",Lager F,Lager B
087,Zahlvorgang abschließen,2024-03-04 21:55:20,Auftragsannahme,Lisa Schulz,"4,89",Siemens,Produkt H,"130,0",Lager I,Lager F
087,Bestellung im System eintragen,2024-03-04 22:14:20,Auftragsannahme,Mia Schmitt,"8,8",Siemens,Produkt H,"130,0",Lager H,Lager C
087,Lagerbestand überprüfen,2024-03-04 23:07:20,Bestandsverwaltung,Sarah Schmidt,"1,43",Siemens,Produkt H,"130,0",Lager J,Lager H
087,Auftragsabwicklung im System starten,2024-03-04 23:19:20,Bestandsverwaltung,Noah Becker,"9,79",Siemens,Produkt H,"130,0",Lager G,Lager E
087,Artikel zusammenstellen,2024-03-04 23:44:20,Lager,Lisa Mueller,"2,12",Siemens,Produkt H,"130,0",Lager D,Lager C
087,Ware verpacken,2024-03-05 00:19:20,Lager,Sarah Schmidt,"7,99",Siemens,Produkt H,"130,0",Lager G,Lager E
087,Gewicht prüfen,2024-03-05 00:28:20,Qualitätskontrolle,Leonie Richter,"2,33",Siemens,Produkt H,"130,0",Lager H,Lager C
087,Anzahl der Artikel überprüfen,2024-03-05 00:36:20,Qualitätskontrolle,Emma Weber,"2,75",Siemens,Produkt H,"130,0",Lager J,Lager A
087,Verpackung prüfen,2024-03-05 00:51:20,Qualitätskontrolle,Lisa Mueller,"6,87",Siemens,Produkt H,"130,0",Lager G,Lager E
087,Paket zur Warenausgabe bringen,2024-03-05 01:02:20,Warenausgang,Laura Fischer,"4,71",Siemens,Produkt H,"130,0",Lager C,Lager A
087,Paket an Kunde übergeben,2024-03-05 01:34:20,Warenausgang,Noah Becker,"5,45",Siemens,Produkt H,"130,0",Lager B,Lager F
087,Bestellstatus im System ändern,2024-03-05 01:49:20,Warenausgang,Noah Becker,"1,99",Siemens,Produkt H,"130,0",Lager C,Lager A
088,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Sophia Lang,"2,4",Siemens,Produkt D,"70,0",Lager I,Lager B
088,Kunden-Daten in System übertragen,2024-03-04 21:21:20,Auftragsannahme,Laura Fischer,"4,45",Siemens,Produkt D,"70,0",Lager G,Lager H
088,Zahlvorgang abschließen,2024-03-04 21:48:20,Auftragsannahme,Luca Huber,"5,92",Siemens,Produkt D,"70,0",Lager G,Lager E
088,Bestellung im System eintragen,2024-03-04 22:24:20,Auftragsannahme,Paul Zimmer,"6,7",Siemens,Produkt D,"70,0",Lager J,Lager G
088,Lagerbestand überprüfen,2024-03-04 22:45:20,Bestandsverwaltung,Emilia Wagner,"1,51",Siemens,Produkt D,"70,0",Lager G,Lager H
088,Auftragsabwicklung im System starten,2024-03-04 23:34:20,Bestandsverwaltung,Luca Huber,"6,04",Siemens,Produkt D,"70,0",Lager H,Lager A
088,Artikel zusammenstellen,2024-03-05 00:26:20,Lager,Laura Fischer,"4,03",Siemens,Produkt D,"70,0",Lager J,Lager H
088,Ware verpacken,2024-03-05 01:13:20,Lager,Sarah Schmidt,"4,11",Siemens,Produkt D,"70,0",Lager C,Lager E
088,Gewicht prüfen,2024-03-05 01:16:20,Qualitätskontrolle,Lena Mueller,"1,01",Siemens,Produkt D,"70,0",Lager G,Lager H
088,Anzahl der Artikel überprüfen,2024-03-05 02:15:20,Qualitätskontrolle,Paul Zimmer,"4,27",Siemens,Produkt D,"70,0",Lager C,Lager J
088,Verpackung prüfen,2024-03-05 02:18:20,Qualitätskontrolle,Lisa Mueller,"4,83",Siemens,Produkt D,"70,0",Lager H,Lager J
088,Informationen an Transporteur übermitteln,2024-03-05 02:46:20,Warenausgang,Noah Becker,"7,26",Siemens,Produkt D,"70,0",Lager F,Lager D
088,Paket an Transporteur übergeben,2024-03-05 03:37:20,Warenausgang,Laura Fischer,"6,02",Siemens,Produkt D,"70,0",Lager B,Lager H
088,Bestellstatus im System ändern,2024-03-05 04:19:20,Warenausgang,Noah Becker,"2,26",Siemens,Produkt D,"70,0",Lager B,Lager G
089,Kunden-Daten aufnehmen,2024-03-04 20:27:20,Auftragsannahme,Leonie Richter,"2,09",Honda Motor,Produkt F,"110,0",Lager I,Lager B
089,Kunden-Daten in System übertragen,2024-03-04 21:05:20,Auftragsannahme,Sophia Lang,"2,43",Honda Motor,Produkt F,"110,0",Lager H,Lager F
089,Zahlvorgang abschließen,2024-03-04 21:32:20,Auftragsannahme,Timo Wagner,"6,52",Honda Motor,Produkt F,"110,0",Lager A,Lager E
089,Bestellung im System eintragen,2024-03-04 21:33:20,Auftragsannahme,Lisa Mueller,"5,4",Honda Motor,Produkt F,"110,0",Lager I,Lager F
089,Lagerbestand überprüfen,2024-03-04 21:36:20,Bestandsverwaltung,Jan Becker,"2,42",Honda Motor,Produkt F,"110,0",Lager D,Lager D
089,Auftragsabwicklung im System starten,2024-03-04 22:11:20,Bestandsverwaltung,Max Mustermann,"8,79",Honda Motor,Produkt F,"110,0",Lager C,Lager E
